Age [ka BP],Depth [m],Al [ppm],Ba [ppm],Mo [ppm],Ti [ppm],U [ppm]
52.768,4.261,89718,429,3,6221,4
52.783,4.262,89193,386,3,6238,4
52.798,4.263,84274,286,2,7115,2
52.813,4.264,83048,296,2,6621,5
52.828,4.265,82569,327,4,7072,3
52.843,4.266,85065,357,9,7377,4
52.857,4.267,82187,410,3,6907,4
52.872,4.268,84259,367,2,6822,3
52.888,4.269,83051,334,1,6572,4
52.903,4.270,83283,359,2,6604,2
52.918,4.271,82993,352,2,6685,3
52.933,4.272,82396,304,1,6951,2
52.948,4.273,80913,309,2,6949,3
52.963,4.274,82549,360,2,6780,4
52.977,4.275,83935,318,2,6856,4
52.992,4.276,83081,301,2,6983,2
53.007,4.277,82322,300,2,7156,3
53.022,4.278,81674,336,2,6861,3
53.037,4.279,80497,313,3,6958,4
53.051,4.280,81445,288,2,7021,3
53.066,4.281,81169,284,3,7123,2
53.081,4.282,80311,277,5,7680,3
53.096,4.283,84055,371,4,7766,5
53.111,4.284,82320,305,4,7915,2
53.126,4.285,83942,279,4,8456,3
53.140,4.286,81631,345,3,7894,3
53.155,4.287,83329,370,4,7755,5
53.170,4.288,83721,285,4,8305,4
53.185,4.289,82954,314,5,8156,4
53.200,4.290,81699,364,4,7861,3
53.215,4.291,81919,360,5,8023,3
53.230,4.292,82104,303,3,7892,4
53.245,4.293,81837,333,3,7528,4
53.260,4.294,80797,262,1,7553,3
53.275,4.295,81339,200,3,7890,3
53.289,4.296,82478,213,2,7503,2
53.304,4.297,81545,276,3,7625,2
53.319,4.298,81651,245,2,7873,2
53.334,4.299,81138,244,2,7485,3
53.349,4.300,80215,241,1,7445,2
53.364,4.301,79453,281,2,7157,3
53.379,4.302,81266,353,3,7111,2
53.394,4.303,80216,182,2,7781,2
53.408,4.304,82224,226,2,7431,3
53.423,4.305,82129,267,2,7386,3
53.438,4.306,82612,236,2,7678,3
53.453,4.307,81808,257,2,7564,4
53.468,4.308,82663,216,2,7538,5
53.483,4.309,81391,262,3,7693,4
53.498,4.310,79162,208,3,7625,3
53.514,4.311,80526,251,3,7555,4
53.529,4.312,79764,268,4,7483,4
53.544,4.313,81665,320,5,7953,5
53.558,4.314,82084,296,5,7995,5
53.573,4.315,82016,331,3,7933,4
53.587,4.316,82353,284,2,7919,2
53.602,4.317,82509,319,3,7875,4
53.617,4.318,81123,279,3,7459,4
53.632,4.319,81314,311,2,7478,4
53.647,4.320,81111,301,3,7723,3
53.662,4.321,82335,335,2,7549,4
53.678,4.322,81343,329,2,7989,3
53.693,4.323,80094,302,2,7815,2
53.707,4.324,79328,269,2,7493,2
53.722,4.325,83028,222,2,7558,3
53.736,4.326,80000,277,1,7671,3
53.751,4.327,79915,237,2,7521,2
53.766,4.328,81319,258,1,7482,3
53.781,4.329,80603,306,2,7085,4
53.796,4.330,80319,247,2,7452,3
53.811,4.331,78343,234,2,7514,2
53.826,4.332,82052,287,3,7644,3
53.841,4.333,81544,290,3,7470,4
53.856,4.334,81011,322,4,7529,2
53.870,4.335,81829,348,3,7517,4
53.885,4.336,82203,362,4,7460,3
53.900,4.337,82683,299,2,7157,5
53.915,4.338,82234,265,2,7192,2
53.930,4.339,82436,295,3,7139,4
53.945,4.340,79535,175,2,7611,2
53.960,4.341,81497,231,2,7291,2
53.975,4.342,82717,261,2,7537,3
53.990,4.343,83259,204,3,7602,3
54.005,4.344,81767,274,2,7442,2
54.020,4.345,81851,237,2,7409,2
54.034,4.346,83342,332,2,7208,5
54.049,4.347,80923,269,1,7350,2
54.064,4.348,82456,174,2,7778,2
54.079,4.349,82933,269,2,7305,3
54.094,4.350,82359,228,1,7403,2
54.109,4.351,83055,245,3,7538,4
54.124,4.352,81865,275,2,7551,2
54.139,4.353,82347,323,2,7362,1
54.154,4.354,79593,228,2,7759,1
54.169,4.355,80052,300,1,7359,2
54.184,4.356,85133,279,1,7571,3
54.199,4.357,83949,212,2,7611,2
54.214,4.358,82687,269,2,7538,2
54.229,4.359,82115,252,2,7595,2
54.245,4.360,81004,284,2,7605,3
54.260,4.361,80922,180,1,7771,2
54.275,4.362,83220,157,2,7729,3
54.290,4.363,84128,276,2,7543,4
54.305,4.364,81442,256,2,7310,3
54.320,4.365,80001,262,1,7232,2
54.334,4.366,80886,270,2,7598,4
54.349,4.367,80328,212,2,7340,3
54.364,4.368,80827,214,2,7440,3
54.379,4.369,82696,255,2,7575,3
54.394,4.370,83652,298,1,7318,3
54.409,4.371,79445,208,1,7348,2
54.424,4.372,82040,257,2,7539,2
54.439,4.373,81415,289,3,7277,3
54.454,4.374,82666,257,2,7623,2
54.469,4.375,82935,245,2,7652,3
54.484,4.376,83740,291,2,7672,4
54.499,4.377,82016,196,2,7645,2
54.514,4.378,82571,238,2,7572,3
54.529,4.379,83121,208,2,7584,2
54.544,4.380,81134,202,2,7468,1
54.560,4.381,83621,271,2,7845,2
54.575,4.382,82692,299,2,7972,2
54.590,4.383,83836,232,2,8065,2
54.605,4.384,80872,216,2,7515,4
54.620,4.385,81928,267,2,7421,3
54.634,4.386,82113,279,3,7752,2
54.649,4.387,83151,273,2,7382,3
54.664,4.388,80924,233,1,7400,3
54.679,4.389,81784,240,2,7752,3
54.694,4.390,81091,246,1,7458,2
54.709,4.391,85992,294,2,7210,3
54.724,4.392,85418,254,5,7551,5
54.739,4.393,81530,183,4,8082,3
54.753,4.394,81023,182,4,7726,3
54.768,4.395,84593,223,2,7967,3
54.783,4.396,82869,267,4,7956,5
54.797,4.397,83010,212,2,7680,2
54.812,4.398,83995,244,3,7806,3
54.827,4.399,82723,244,4,7981,5
54.842,4.400,81876,259,2,7957,2
54.857,4.401,82522,287,2,7958,1
54.873,4.402,82003,193,1,7981,1
54.887,4.403,82192,248,2,7788,3
54.902,4.404,82390,234,3,7981,4
54.916,4.405,81189,298,1,7525,2
54.931,4.406,82339,245,2,7639,2
54.946,4.407,83497,321,2,7988,3
54.960,4.408,82689,219,2,7826,2
54.975,4.409,81025,260,2,7643,2
54.990,4.410,82369,329,3,7563,3
55.005,4.411,82039,233,2,7489,3
55.020,4.412,82870,194,2,7855,2
55.034,4.413,81046,209,3,7594,1
55.049,4.414,82012,215,2,7509,2
55.064,4.415,82495,257,2,7497,4
55.078,4.416,82669,283,2,7654,2
55.093,4.417,82250,238,3,7850,5
55.107,4.418,82917,221,3,8015,4
55.122,4.419,83611,251,3,8116,3
55.137,4.420,84467,219,3,8099,4
55.151,4.421,82672,239,2,7891,1
55.166,4.422,81790,237,2,7881,4
55.180,4.423,81572,256,3,7829,5
55.195,4.424,82813,277,2,8052,3
55.209,4.425,82802,296,3,7664,2
55.223,4.426,83278,274,3,7668,5
55.238,4.427,82480,272,4,8049,4
55.252,4.428,83214,299,3,7878,2
55.267,4.429,83279,261,3,7962,4
55.282,4.430,83111,281,2,7579,3
55.297,4.431,82224,236,2,7880,2
55.312,4.432,81136,205,2,7731,2
55.327,4.433,83994,233,2,8031,3
55.342,4.434,82324,226,2,7829,2
55.356,4.435,82632,270,1,7761,2
55.371,4.436,82508,235,2,7829,4
55.385,4.437,84006,227,2,7620,2
55.400,4.438,84951,260,2,7805,2
55.415,4.439,84814,197,2,7785,3
55.429,4.440,82840,211,2,7915,2
55.444,4.441,81790,181,2,7707,1
55.459,4.442,85465,258,1,7568,3
55.473,4.443,87526,271,1,7314,2
55.488,4.444,84466,238,1,7635,3
55.502,4.445,82057,235,1,7721,2
55.517,4.446,82939,287,2,7379,4
55.531,4.447,83243,211,1,7612,3
55.546,4.448,81874,264,2,7728,4
55.561,4.449,81077,263,1,7474,3
55.576,4.450,84438,296,2,7545,2
55.591,4.451,85930,303,2,7684,3
55.606,4.452,84057,268,2,7694,4
55.621,4.453,82931,271,2,8090,3
55.636,4.454,82939,283,3,7979,3
55.650,4.455,84590,316,2,7608,4
55.665,4.456,84452,354,2,7998,4
55.680,4.457,84128,242,2,8135,2
55.695,4.458,84095,268,2,7862,2
55.710,4.459,85305,322,2,8099,3
55.725,4.460,84972,247,3,8118,5
55.740,4.461,85125,257,3,8271,2
55.754,4.462,86496,363,2,8582,3
55.769,4.463,84153,301,1,8489,2
55.784,4.464,83982,256,1,8261,2
55.799,4.465,81539,285,1,8430,2
55.814,4.466,83109,299,2,8388,2
55.828,4.467,84950,303,1,8257,1
55.843,4.468,82979,270,2,7961,3
55.858,4.469,83714,302,2,8117,2
55.873,4.470,81500,263,2,8111,3
55.888,4.471,84797,230,3,8201,2
55.903,4.472,84174,261,2,8075,3
55.918,4.473,84388,267,2,8063,2
55.933,4.474,85314,324,2,8216,2
55.948,4.475,83349,238,1,8019,2
55.962,4.476,83908,271,1,7926,3
55.977,4.477,84516,245,2,7933,2
55.992,4.478,85345,295,2,8125,2
56.007,4.479,84564,233,2,8388,2
56.022,4.480,85113,296,1,8250,3
56.037,4.481,84834,211,1,7916,2
56.052,4.482,84904,312,2,7796,2
56.067,4.483,84513,282,2,8202,3
56.082,4.484,83609,257,2,8148,2
56.097,4.485,85715,228,1,8272,2
56.112,4.486,82421,285,2,7972,3
56.127,4.487,85259,324,3,7707,3
56.141,4.488,84461,331,2,7662,3
56.157,4.489,85472,286,1,8124,4
56.172,4.490,84332,272,1,8038,2
56.187,4.491,84690,268,2,7806,2
56.202,4.492,85678,310,2,7791,2
56.217,4.493,86090,285,1,8004,3
56.232,4.494,86311,294,2,8107,4
56.247,4.495,86816,391,2,8195,3
56.262,4.496,88906,347,1,8613,3
56.277,4.497,87553,359,1,8427,3
56.292,4.498,87347,365,4,8340,5
56.307,4.499,86753,310,4,8728,3
56.321,4.500,87799,433,5,8504,5
56.336,4.501,87429,335,4,8340,3
56.351,4.502,87099,310,3,8166,4
56.366,4.503,87651,382,3,8364,4
56.380,4.504,86217,347,2,8256,2
56.395,4.505,87840,348,1,7781,2
56.409,4.506,89584,317,2,7740,2
56.423,4.507,91516,340,2,7622,4
56.438,4.508,91504,392,4,7279,5
56.452,4.509,89704,308,3,7526,3
56.467,4.510,87769,246,3,7709,3
56.481,4.511,87713,299,2,7582,4
56.495,4.512,87277,269,2,7861,2
56.510,4.513,84515,432,2,7789,3
56.524,4.514,85521,356,4,7946,3
56.539,4.515,85580,303,4,8125,3
56.553,4.516,84605,359,4,8091,4
56.568,4.517,85622,347,4,7930,4
56.583,4.518,87204,295,3,8289,2
56.597,4.519,85965,343,3,8121,3
56.611,4.520,86607,361,6,8292,3
56.626,4.521,87308,298,3,8385,4
56.640,4.522,89155,354,3,8537,4
56.655,4.523,86415,326,4,7966,3
56.669,4.524,86953,416,3,8055,2
56.684,4.525,85902,278,2,8032,5
56.699,4.526,86099,278,2,8310,3
56.713,4.527,87666,363,2,8223,3
56.728,4.528,84384,255,2,8334,3
56.743,4.529,86714,310,3,8234,3
56.757,4.530,87904,312,3,8342,2
56.772,4.531,86974,265,2,8493,2
56.786,4.532,86791,329,2,8150,2
56.801,4.533,86463,316,2,7984,2
56.815,4.534,87652,259,3,8165,3
56.830,4.535,86471,292,2,8373,3
56.844,4.536,88712,319,2,8500,3
56.859,4.537,86253,368,2,8378,3
56.873,4.538,88935,345,2,8319,5
56.888,4.539,87746,314,2,8275,4
56.902,4.540,87881,268,3,8288,3
56.917,4.541,88122,340,3,8320,4
56.932,4.542,87696,311,2,8437,3
56.946,4.543,87790,286,2,8272,3
56.961,4.544,89519,281,2,8176,3
56.976,4.545,88370,309,3,8179,3
56.991,4.546,86563,311,2,7942,2
57.006,4.547,85970,275,3,8511,5
57.020,4.548,86043,326,3,8199,4
57.035,4.549,84729,335,2,8117,3
57.050,4.550,85157,298,2,8374,2
57.064,4.551,86496,334,4,8413,4
57.079,4.552,84890,355,4,8410,3
57.093,4.553,85337,315,3,8042,3
57.108,4.554,86077,325,5,8050,4
57.123,4.555,84815,340,3,8277,3
57.137,4.556,85167,361,3,8096,3
57.152,4.557,84406,256,5,8164,3
57.167,4.558,84322,287,3,8034,2
57.182,4.559,86206,349,4,8432,3
57.197,4.560,87787,387,2,7856,1
57.212,4.561,84870,260,2,8093,2
57.227,4.562,86505,365,4,7870,5
57.242,4.563,87442,285,5,8330,5
57.257,4.564,86535,399,8,8199,5
57.273,4.565,85785,315,8,8437,4
57.288,4.566,85723,455,14,8552,5
57.303,4.567,86505,322,7,8702,6
57.318,4.568,85942,311,4,8019,4
57.333,4.569,84417,200,5,8145,3
57.348,4.570,83440,253,8,8260,4
57.363,4.571,84851,267,5,7690,6
57.378,4.572,87573,321,6,7438,4
57.393,4.573,86619,333,2,7788,3
57.408,4.574,85230,295,3,7569,3
57.423,4.575,84565,269,3,7374,4
57.485,4.579,87457,246,2,7560,2
57.500,4.580,85446,242,2,7297,3
57.515,4.581,85025,240,2,7267,2
57.531,4.582,86339,234,2,7380,2
57.546,4.583,86095,244,1,7327,2
57.561,4.584,84143,237,1,7172,2
57.576,4.585,86403,217,1,7653,2
57.591,4.586,85293,241,2,7258,3
57.606,4.587,84879,244,1,7494,2
57.622,4.588,85663,252,1,7336,2
57.637,4.589,86163,242,1,7464,3
57.652,4.590,86655,233,1,7512,2
57.667,4.591,85563,243,2,7550,3
57.682,4.592,87065,300,2,7760,3
57.697,4.593,85847,211,1,7837,3
57.712,4.594,86962,274,1,7673,3
57.727,4.595,86804,249,2,7730,3
57.742,4.596,84464,264,2,7537,3
57.757,4.597,85989,267,2,7700,2
57.773,4.598,84961,264,2,7682,3
57.788,4.599,86388,280,1,7786,4
57.803,4.600,84938,257,2,7782,1
57.818,4.601,86264,190,2,7863,2
57.834,4.602,85693,276,1,7692,3
57.849,4.603,84526,243,2,7511,3
57.863,4.604,84887,289,2,7597,3
57.878,4.605,82681,241,2,7603,2
57.892,4.606,83887,251,2,7646,3
57.907,4.607,85538,240,1,7820,3
57.922,4.608,84610,244,2,7799,4
57.936,4.609,87116,247,2,8052,2
57.951,4.610,84568,257,2,7860,2
57.966,4.611,84091,260,3,7917,3
57.981,4.612,85555,296,2,7867,4
57.995,4.613,85859,238,2,7984,5
58.010,4.614,84645,321,2,7929,4
58.025,4.615,85120,199,2,8262,4
58.039,4.616,84972,353,2,7872,4
58.054,4.617,85362,237,2,8111,3
58.069,4.618,85144,225,2,8126,4
58.084,4.619,84181,226,2,8015,2
58.099,4.620,84522,256,2,8118,4
58.114,4.621,83650,276,2,8111,3
58.129,4.622,86413,279,2,8058,4
58.144,4.623,85102,225,2,8233,5
58.159,4.624,84177,250,2,8301,3
58.175,4.625,84507,226,3,8128,4
58.190,4.626,84912,242,2,8072,3
58.205,4.627,86191,253,2,8041,5
58.220,4.628,85329,259,1,7965,2
58.235,4.629,84713,237,2,8187,4
58.250,4.630,84658,247,2,7911,3
58.265,4.631,84281,308,2,7952,3
58.280,4.632,84097,243,3,8160,3
58.296,4.633,85066,236,3,7895,3
58.311,4.634,84685,249,1,8054,2
58.326,4.635,86388,259,1,8085,4
58.341,4.636,84725,245,2,7928,4
58.356,4.637,86476,262,2,8000,4
58.371,4.638,85513,304,1,7850,3
58.386,4.639,86860,210,1,8113,3
58.402,4.640,85644,223,2,8006,3
58.417,4.641,86595,255,1,7834,4
58.432,4.642,87853,270,2,7959,3
58.447,4.643,87657,212,2,7957,2
58.462,4.644,89808,220,1,8058,3
58.477,4.645,86332,223,1,7784,5
58.492,4.646,87170,214,2,7975,2
58.507,4.647,86095,271,2,7702,3
58.522,4.648,86906,193,2,7975,2
58.537,4.649,87536,242,2,8026,3
58.551,4.650,87837,221,2,7800,3
58.566,4.651,88599,241,1,7952,2
58.580,4.652,87895,228,1,7869,3
58.595,4.653,88620,234,2,7990,2
58.609,4.654,89115,268,1,7925,2
58.623,4.655,87705,259,2,7792,3
58.636,4.656,87670,223,2,7785,3
58.650,4.657,88206,314,2,7695,4
58.664,4.658,88421,218,1,8019,3
58.678,4.659,86328,199,1,8016,3
58.693,4.660,87895,252,2,7896,3
58.707,4.661,84936,215,2,7754,4
58.721,4.662,86689,263,1,7718,4
58.735,4.663,86221,224,2,7791,4
58.749,4.664,87049,327,3,7797,4
58.763,4.665,88418,238,3,7919,4
58.777,4.666,87305,239,3,7912,5
58.791,4.667,88811,223,2,8259,3
58.805,4.668,87655,255,2,7973,2
58.819,4.669,88663,251,1,8001,3
58.834,4.670,88274,261,1,7945,3
58.848,4.671,87644,249,2,7909,4
58.862,4.672,87961,259,2,7893,3
58.877,4.673,87877,265,2,7796,2
58.891,4.674,89111,289,2,7873,5
58.905,4.675,88389,270,2,7873,3
58.919,4.676,89166,253,2,8031,2
58.933,4.677,88164,250,1,7720,3
58.947,4.678,88296,235,2,7780,4
58.961,4.679,87442,288,2,7685,3
58.975,4.680,87394,218,2,7948,2
58.989,4.681,84303,214,2,7634,2
59.003,4.682,86958,228,2,7748,2
59.017,4.683,86299,264,1,7499,2
59.031,4.684,86029,269,1,7475,3
59.045,4.685,85962,243,2,7613,2
59.059,4.686,84799,291,2,7358,3
59.073,4.687,85527,193,2,7600,2
59.087,4.688,86645,238,2,7616,4
59.101,4.689,86687,227,1,7612,2
59.115,4.690,81903,251,2,7396,3
59.129,4.691,84857,224,2,7518,2
59.143,4.692,86954,231,3,7511,4
59.157,4.693,86946,256,2,7649,2
59.171,4.694,87011,209,2,7634,3
59.185,4.695,85812,269,3,7416,5
59.199,4.696,86233,248,2,7636,4
59.213,4.697,85555,259,1,7528,2
59.227,4.698,86152,250,1,7504,3
59.241,4.699,86612,280,2,7332,4
59.254,4.700,85645,256,2,7446,2
59.267,4.701,86395,221,1,7510,3
59.281,4.702,84605,236,2,7372,4
59.294,4.703,86987,297,1,7324,5
59.306,4.704,85353,282,2,7070,5
59.319,4.705,86738,236,1,7332,3
59.332,4.706,86808,216,2,7358,3
59.345,4.707,86589,192,2,7341,4
59.358,4.708,85181,255,1,7165,3
59.370,4.709,84589,236,2,7239,3
59.383,4.710,83655,249,2,7198,4
59.396,4.711,85171,216,1,7248,3
59.409,4.712,85153,211,1,7530,2
59.422,4.713,84921,213,1,7358,2
59.434,4.714,86392,253,2,7321,2
59.447,4.715,84793,245,1,7136,2
59.460,4.716,85175,274,1,7288,2
59.473,4.717,84484,215,1,7248,2
59.486,4.718,84985,257,2,7308,3
59.498,4.719,87076,232,1,7390,3
59.511,4.720,86047,231,2,7351,4
59.524,4.721,85525,214,1,7351,2
59.537,4.722,85619,223,1,7393,2
59.549,4.723,85082,188,1,7250,2
59.562,4.724,85200,191,2,7265,2
59.575,4.725,84717,281,1,7246,2
59.588,4.726,85473,248,1,7085,2
59.600,4.727,85646,220,2,7375,3
59.613,4.728,86096,252,1,7216,2
59.626,4.729,85358,288,2,7231,3
59.638,4.730,85306,236,1,7309,3
59.651,4.731,84776,240,2,7108,4
59.663,4.732,84935,169,2,7425,2
59.676,4.733,83972,231,1,7236,2
59.688,4.734,85409,298,2,7311,3
59.701,4.735,84747,248,2,7441,3
59.713,4.736,86299,198,1,7449,2
59.726,4.737,87536,198,1,7353,2
59.738,4.738,85102,251,1,7218,3
59.751,4.739,85600,249,2,7272,4
59.763,4.740,84308,245,2,7325,3
59.775,4.741,83986,225,2,7106,4
59.788,4.742,86147,293,2,7016,3
59.800,4.743,83956,298,2,7141,2
59.813,4.744,86274,191,1,7362,3
59.825,4.745,84376,217,2,7512,3
59.837,4.746,84157,235,2,7372,3
59.850,4.747,85388,268,1,7082,2
59.862,4.748,84033,224,2,7236,4
59.875,4.749,86492,185,2,7411,2
59.887,4.750,86145,300,2,7165,3
59.899,4.751,85710,225,2,7300,3
59.912,4.752,83927,224,2,7253,4
59.924,4.753,85916,234,2,7273,3
59.937,4.754,84469,185,1,7423,2
59.950,4.755,86819,225,2,7318,3
59.962,4.756,86375,247,2,7207,3
59.975,4.757,85551,214,1,7103,2
59.988,4.758,85778,202,1,7297,2
60.000,4.759,86189,249,2,7152,2
60.013,4.760,86225,250,1,7147,3
60.026,4.761,85724,204,2,7549,3
60.038,4.762,84935,298,1,7014,4
60.051,4.763,84362,218,1,7373,3
60.064,4.764,82572,302,2,7029,3
60.077,4.765,83921,268,2,7161,2
60.090,4.766,81846,223,2,7064,3
60.103,4.767,83595,202,1,7407,2
60.116,4.768,82738,235,2,7499,3
60.128,4.769,85031,228,1,7438,3
60.141,4.770,84102,214,2,7371,2
60.153,4.771,83619,183,2,7446,2
60.166,4.772,82744,220,2,7416,3
60.179,4.773,87392,286,2,7204,4
60.192,4.774,88169,240,2,6920,3
60.205,4.775,89317,222,2,6933,2
60.217,4.776,86716,214,2,6869,3
60.230,4.777,85198,250,2,7040,3
60.243,4.778,84458,237,1,7139,1
60.256,4.779,86162,231,2,7289,5
60.268,4.780,86900,192,2,7505,2
60.281,4.781,84621,239,2,7375,3
60.293,4.782,86048,260,2,7260,3
60.306,4.783,85524,205,2,7227,2
60.319,4.784,83458,257,2,7202,2
60.331,4.785,85781,280,1,7027,2
60.344,4.786,84817,195,1,7248,2
60.357,4.787,83701,245,2,7037,2
60.369,4.788,84446,225,2,7068,2
60.382,4.789,84782,168,2,7402,2
60.394,4.790,83694,236,1,6991,3
60.407,4.791,84779,200,2,7104,4
60.419,4.792,83990,198,2,7332,3
60.432,4.793,82888,265,2,7113,2
60.444,4.794,84098,205,2,7157,3
60.457,4.795,83786,230,2,7142,3
60.470,4.796,83757,211,2,7331,2
60.482,4.797,86407,240,1,7229,3
60.495,4.798,83252,260,1,7141,2
60.507,4.799,83668,228,1,7180,3
60.519,4.800,82858,208,2,7237,3
60.531,4.801,85978,211,1,7370,2
60.543,4.802,84104,195,1,7321,2
60.556,4.803,84050,227,2,7145,2
60.568,4.804,83725,214,2,7204,2
60.581,4.805,83426,237,1,7079,1
60.593,4.806,82377,235,1,7090,2
60.606,4.807,83700,233,2,7293,4
60.618,4.808,82988,221,1,7324,2
60.631,4.809,83776,252,2,7330,3
60.643,4.810,84279,205,2,7416,3
60.656,4.811,83714,236,2,7241,2
60.668,4.812,83657,245,2,7090,3
60.681,4.813,82296,190,2,7305,3
60.693,4.814,82022,198,2,7087,3
60.705,4.815,83831,182,2,7281,2
60.718,4.816,82205,223,2,7090,2
60.730,4.817,81714,228,2,7025,5
60.743,4.818,84093,198,2,7370,2
60.755,4.819,83233,190,2,7293,2
60.768,4.820,81764,224,2,7228,2
60.780,4.821,82575,247,2,7150,4
60.793,4.822,82183,184,2,7378,2
60.805,4.823,83410,248,2,7147,4
60.817,4.824,83412,221,2,7118,4
60.830,4.825,82062,212,2,7310,2
60.842,4.826,82525,211,2,7298,3
60.855,4.827,83963,257,1,7078,3
60.867,4.828,82949,277,2,7253,3
60.880,4.829,81444,204,2,7195,3
60.892,4.830,82964,191,2,7288,2
60.905,4.831,81036,193,1,7028,2
60.917,4.832,84113,194,2,7303,2
60.929,4.833,83607,259,1,7084,3
60.942,4.834,83239,274,1,7073,4
60.954,4.835,83942,225,1,7368,3
60.967,4.836,84017,243,1,7269,4
60.979,4.837,83673,276,1,7281,2
60.992,4.838,84616,231,1,7287,3
61.004,4.839,84121,247,4,7176,3
61.017,4.840,84636,300,2,7151,5
61.029,4.841,83515,199,2,7302,4
61.041,4.842,84049,186,2,7280,2
61.054,4.843,84115,234,1,7321,2
61.066,4.844,84898,226,1,7396,2
61.078,4.845,83967,299,1,7329,1
61.091,4.846,83813,254,1,7305,3
61.103,4.847,84785,245,1,7398,2
61.115,4.848,83944,272,1,7372,1
61.128,4.849,81521,198,1,7542,2
61.140,4.850,82677,294,1,7158,4
61.153,4.851,82963,270,1,7167,2
61.165,4.852,80982,215,1,7251,4
61.177,4.853,82454,191,1,7365,2
61.190,4.854,80878,240,1,7135,3
61.202,4.855,81093,254,1,7165,3
61.214,4.856,80369,225,1,7077,2
61.227,4.857,82715,216,1,7118,3
61.239,4.858,81194,211,2,7139,2
61.252,4.859,81876,195,1,7142,2
61.265,4.860,79951,205,1,7122,1
61.277,4.861,78440,267,1,6857,2
61.290,4.862,78911,251,2,6734,2
61.303,4.863,81086,246,1,6852,2
61.315,4.864,80346,243,1,7047,1
61.328,4.865,82613,239,1,7050,2
61.341,4.866,80655,197,1,7192,2
61.353,4.867,82346,239,1,7022,2
61.366,4.868,81773,207,1,7123,2
61.378,4.869,83412,202,1,7189,2
61.391,4.870,80268,222,2,7039,2
61.404,4.871,79471,252,1,6806,3
61.416,4.872,80204,233,1,6815,2
61.429,4.873,80289,175,1,6968,2
61.441,4.874,81738,214,1,6971,2
61.453,4.875,81648,216,1,7049,2
61.466,4.876,81722,220,1,7086,2
61.478,4.877,81081,244,1,6848,3
61.490,4.878,80670,212,1,6977,1
61.503,4.879,81530,198,2,7176,1
61.515,4.880,82579,195,1,7022,3
61.528,4.881,79905,209,2,6837,2
61.540,4.882,82389,174,1,7005,2
61.553,4.883,81536,229,2,6604,2
61.565,4.884,81062,172,1,6900,1
61.578,4.885,81133,220,1,6767,2
61.590,4.886,80840,203,1,6730,2
61.603,4.887,82880,198,1,6850,2
61.615,4.888,79924,192,1,6793,2
61.628,4.889,81261,180,1,6929,2
61.640,4.890,81389,142,1,6900,2
61.653,4.891,80475,186,1,6823,3
61.665,4.892,81518,193,1,6958,2
61.678,4.893,81691,230,1,6644,2
61.690,4.894,82276,214,1,6718,2
61.703,4.895,81892,231,1,6740,2
61.716,4.896,78426,211,2,6811,2
61.728,4.897,80262,173,1,6923,1
61.741,4.898,79797,231,1,6947,2
61.753,4.899,79937,186,1,6963,1
61.766,4.900,80465,185,1,6964,1
61.778,4.901,79933,189,1,6865,2
61.791,4.902,81158,188,1,6883,2
61.803,4.903,80123,228,1,6901,2
61.816,4.904,80227,213,1,7004,1
61.828,4.905,80385,199,2,6863,2
61.840,4.906,80555,224,1,6829,3
61.852,4.907,81238,240,1,6915,2
61.865,4.908,80930,206,1,6956,2
61.877,4.909,79018,250,1,6880,2
61.890,4.910,78831,227,1,6765,2
61.902,4.911,80896,188,2,7202,2
61.915,4.912,79590,230,1,6800,4
61.927,4.913,79949,222,2,6940,2
61.940,4.914,80193,256,1,6856,3
61.953,4.915,78528,260,2,6844,3
61.965,4.916,79268,252,1,6789,2
61.978,4.917,80554,222,1,7014,3
61.991,4.918,80822,199,2,7161,3
62.003,4.919,79908,197,1,7023,3
62.016,4.920,79539,187,1,7116,2
62.029,4.921,79472,202,1,6936,2
62.042,4.922,79653,244,1,6975,2
62.055,4.923,79549,259,1,7232,2
62.067,4.924,79445,242,2,7103,3
62.080,4.925,78163,196,1,7097,2
62.092,4.926,77831,236,1,7142,2
62.105,4.927,79725,231,1,6967,2
62.118,4.928,79552,220,1,7020,2
62.131,4.929,79672,234,1,6863,4
62.143,4.930,79667,235,1,6994,1
